question,respostas,A2,A3,A4,A5,B4,B6,B8,B9,B10,B11,B12,C1,C2,C3,C4,C8,D4,E1,E2,G4,G5,H1
6626,17,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
6646,34,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
6647,44,0,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
6649,41,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0
6650,36,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
6651,27,0,4,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0
6652,30,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
6653,33,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
6654,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
6655,32,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
6670,17,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
6698,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
6699,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
6700,28,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
6701,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
6721,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
6722,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
6723,25,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
6725,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
6726,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1
6727,30,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
6728,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
6729,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
6730,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1
6731,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
6746,23,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2
6747,22,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
6748,21,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
6749,27,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,19,0,2
6750,21,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1
6751,31,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
6752,24,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
6753,45,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,30,0,3
6754,38,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
6756,32,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
6757,29,0,4,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1
6758,29,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
6759,30,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1
6760,29,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
6761,28,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
6762,29,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
6763,27,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
6764,27,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1
6765,28,0,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0
6776,21,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0
6777,29,0,1,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,10,0,1
6778,18,0,1,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0
6779,23,0,2,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,13,0,1
6780,18,0,1,1,0,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,9,1,1
6781,34,0,2,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,16,0,1
6784,25,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0
6818,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
6829,22,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
6830,20,0,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
6832,32,0,1,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
6833,31,0,2,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
6835,23,0,2,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
6837,19,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
6838,22,0,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
6936,23,0,1,0,0,9,0,16,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0
6939,16,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
6960,18,0,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
6961,18,0,1,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
7011,28,0,14,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
7014,17,1,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
